bbox,full_id,maxspeed,lanes,highway,wkt_geom
7,w235528316,50,2,primary,"LineString (10.007321 53.4628678, 10.0074076 53.4628724, 10.0096923 53.4630439)"
8,w922264848,50,2,secondary,"LineString (10.1256122 53.586396, 10.125426 53.5863502, 10.1251586 53.5862562, 10.125064 53.5862231, 10.1248753 53.5861638)"
12,w1290144636,50,2,tertiary,"LineString (9.9664537 53.5726622, 9.9663142 53.5727065, 9.9662741 53.5727192, 9.965813 53.5728385, 9.9653192 53.5729543)"
2,w147756936,50,3,secondary,"LineString (10.0390679 53.5553303, 10.039205 53.5553224, 10.0394033 53.5553268, 10.0401918 53.5553948, 10.0403291 53.5554075, 10.0404805 53.5554154)"
2,w738621467,50,1,secondary,"LineString (10.0662103 53.5639362, 10.0661491 53.5639952)"
10,w535359914,50,4,secondary,"LineString (10.2074448 53.4952159, 10.2077328 53.4954407, 10.2079646 53.4956214)"
4,w35587463,50,2,tertiary,"LineString (10.0474983 53.5825582, 10.0473849 53.5826183, 10.0472404 53.582693, 10.0471941 53.5827169, 10.0468435 53.5828893, 10.0467495 53.5829355, 10.0466432 53.5829784)"
8,w152294760,50,,tertiary,"LineString (10.0979947 53.5936331, 10.0979795 53.5936417, 10.0979628 53.5936494, 10.0979449 53.5936559, 10.0979259 53.5936614, 10.097906 53.5936656, 10.0978856 53.5936686, 10.0978647 53.5936702, 10.0978436 53.5936706, 10.0978226 53.5936697, 10.0978018 53.5936675, 10.0977816 53.593664, 10.0977621 53.5936593, 10.0977435 53.5936534, 10.097726 53.5936464, 10.0977093 53.5936379, 10.0976941 53.5936285, 10.0976808 53.5936181, 10.0976694 53.5936069, 10.0976602 53.5935951, 10.0976532 53.5935827, 10.0976485 53.59357, 10.0976462 53.593557, 10.097646 53.5935475, 10.097647 53.593538, 10.0976507 53.5935248, 10.0976568 53.5935118, 10.0976654 53.5934994, 10.0976762 53.5934876, 10.0976892 53.5934766, 10.0977042 53.5934665, 10.097721 53.5934575, 10.0977394 53.5934496, 10.0977586 53.5934432, 10.0977788 53.5934381, 10.0977998 53.5934343, 10.0978215 53.5934319, 10.0978434 53.5934309, 10.0978643 53.5934313, 10.097885 53.5934329, 10.0979054 53.5934358, 10.0979251 53.59344, 10.097944 53.5934453, 10.0979618 53.5934517, 10.0979785 53.5934593, 10.0979937 53.5934678, 10.0980074 53.5934771, 10.0980193 53.5934873, 10.0980295 53.5934982, 10.0980373 53.593509, 10.0980433 53.5935203, 10.0980474 53.5935318, 10.0980496 53.5935436, 10.0980498 53.5935554, 10.098048 53.5935671, 10.0980444 53.5935787, 10.0980384 53.5935907, 10.0980303 53.5936023, 10.0980203 53.5936133, 10.0980084 53.5936236, 10.0979947 53.5936331)"
12,w250012918,50,3,primary,"LineString (9.9546635 53.5695217, 9.9554634 53.5699106)"
4,w185393658,50,2,secondary,"LineString (10.0516324 53.5863421, 10.0516906 53.5863011)"
0,w609084547,50,3,secondary,"LineString (9.9555788 53.550551, 9.9555218 53.5501789, 9.955438 53.5498972, 9.9554281 53.549866)"
4,w186106625,50,4,tertiary,"LineString (10.0417859 53.5843926, 10.0417522 53.5843019, 10.0417384 53.5842561, 10.0417142 53.5841513, 10.0416903 53.5839327, 10.0416676 53.5837183, 10.0416386 53.5834546, 10.0416222 53.5833938, 10.0416155 53.5833537)"
2,w970913753,50,1,tertiary,"LineString (10.0615382 53.5602108, 10.061516 53.5603412)"
7,w132071553,50,3,secondary,"LineString (9.9814423 53.4582836, 9.981614 53.4583502, 9.9816994 53.4583827)"
7,w2898171,50,2,tertiary,"LineString (9.982202 53.4639444, 9.9823053 53.4640732)"
2,w1116978250,50,3,primary,"LineString (10.0385894 53.559334, 10.0385421 53.5593096)"
12,w44372254,50,4,primary,"LineString (9.9707208 53.5844481, 9.9705835 53.5843938, 9.9704368 53.5843453, 9.9703156 53.5843117, 9.9699136 53.5842099, 9.9698327 53.584192, 9.969676 53.5841635)"
8,w593909502,50,2,secondary,"LineString (10.1090437 53.5925531, 10.1090851 53.5926458, 10.1091849 53.5928149)"
7,w672837207,50,2,secondary,"LineString (9.9846003 53.458499, 9.9845708 53.4586566, 9.9845495 53.4587524)"
8,w602001143,50,,tertiary,"LineString (10.1139108 53.5997027, 10.1144203 53.5997616, 10.1148527 53.599807, 10.1154797 53.5998729, 10.1156408 53.5998875, 10.1158451 53.599901, 10.1160988 53.5999159, 10.1165952 53.5999481, 10.1175794 53.6000105, 10.1177549 53.6000207, 10.1178165 53.6000218, 10.1178673 53.6000183, 10.1178985 53.6000141, 10.1179307 53.600008, 10.1180346 53.5999808)"
12,w249304921,,2,secondary,"LineString (9.9816681 53.5851768, 9.9816547 53.5850601, 9.9816668 53.5849651, 9.9817017 53.58487, 9.9817368 53.5848044, 9.9817879 53.5847412, 9.9819011 53.5846813)"
7,w23601053,30,2,tertiary,"LineString (9.9858841 53.4662718, 9.9862715 53.4662158)"
7,w601205278,50,2,secondary,"LineString (9.986729 53.451807, 9.9868634 53.4518007)"
7,w914827513,50,4,secondary,"LineString (9.9898171 53.4583476, 9.9896252 53.4582742, 9.9893018 53.4581504)"
8,w609328304,50,2,primary,"LineString (10.1223141 53.5868899, 10.1225066 53.5870006, 10.1225404 53.58702)"
11,w1077122794,50,2,secondary,"LineString (10.1830587 53.6069889, 10.1831413 53.6069833, 10.1832657 53.6069751)"
7,w578229463,50,2,primary,"LineString (9.9889653 53.4571063, 9.98898 53.4571617, 9.989007 53.457263)"
12,w238934536,50,2,primary,"LineString (9.9783006 53.5729093, 9.978234 53.5729927, 9.9781154 53.5731145, 9.9779802 53.573285, 9.9778974 53.5734054, 9.9778146 53.5735394, 9.9777299 53.5737012, 9.9776741 53.5738241, 9.9775945 53.57405, 9.9775544 53.5741874, 9.9775271 53.5743089, 9.9775087 53.574406, 9.9775065 53.5744442)"
13,w11136853,50,2,tertiary,"LineString (9.9993432 53.5801029, 9.9988492 53.5797529)"
2,w25349751,50,3,secondary,"LineString (10.0675869 53.5534417, 10.0678019 53.5533894)"
7,w10665017,80,2,trunk_link,"LineString (9.9978879 53.4582125, 9.997364 53.4574902)"
9,w1172867827,50,3,tertiary,"LineString (9.9056468 53.6100808, 9.9059385 53.6101066, 9.9063546 53.6101463)"
12,w40155532,50,2,tertiary,"LineString (9.9712868 53.5711746, 9.9713562 53.5711309)"
4,w147109532,50,4,primary,"LineString (10.0466457 53.5959724, 10.0464418 53.5960912, 10.0463941 53.5961161, 10.0461722 53.596237, 10.0457386 53.5964762, 10.045561 53.5965742, 10.0453949 53.5966662, 10.0452989 53.5967207, 10.0452561 53.596745, 10.0449916 53.596895, 10.0449713 53.5969068)"
8,w186569307,50,,tertiary,"LineString (10.1074095 53.5996481, 10.1074786 53.600117)"
4,w566331377,50,2,primary,"LineString (10.0515694 53.5868815, 10.0518989 53.5872455, 10.0520697 53.5874341, 10.0521612 53.5875412, 10.0523247 53.5877325, 10.0523851 53.5878074, 10.0525241 53.5879797, 10.0526239 53.5881291)"
12,w30070866,50,2,tertiary,"LineString (9.9704017 53.5716045, 9.9705351 53.5715455, 9.9707267 53.57146, 9.9711184 53.5712733, 9.9711587 53.5712497, 9.9711626 53.5712474, 9.9712868 53.5711746)"
0,w662465037,50,2,secondary,"LineString (9.9462933 53.5494523, 9.9467192 53.5494675, 9.946828 53.5494643, 9.9469346 53.5494459, 9.9470549 53.5494121)"
13,w206085736,50,2,tertiary,"LineString (9.994601 53.5834646, 9.9941308 53.5833403, 9.9940555 53.5833204, 9.9939265 53.5832815)"
13,w710544669,50,1,tertiary,"LineString (9.997094 53.5786051, 9.9968779 53.5786633)"
4,w41401279,50,,tertiary,"LineString (10.0488389 53.5810668, 10.0490282 53.5807733, 10.0490808 53.5806936, 10.0491533 53.5805766, 10.0492757 53.5801946, 10.0493338 53.5799677, 10.0493603 53.5797045, 10.0493776 53.5795433, 10.0493815 53.5794884, 10.0494074 53.5794024, 10.0494381 53.5793431, 10.0494704 53.5792969)"
2,w635947847,50,3,secondary,"LineString (10.0671377 53.5536626, 10.066838 53.5537485)"
12,w44365504,50,,tertiary,"LineString (9.9545571 53.5695332, 9.9543594 53.5695385)"
12,w391821195,50,4,secondary,"LineString (9.9783518 53.5720715, 9.9784429 53.5721213)"
4,w1156156153,50,2,secondary,"LineString (10.0321433 53.5794727, 10.032237 53.5791174, 10.0323517 53.5789649)"
4,w58696615,,4,secondary,"LineString (10.0326399 53.58171, 10.0324383 53.5812672, 10.032304 53.5808408)"
7,w485663798,50,2,primary,"LineString (9.9980307 53.4564592, 9.9975315 53.4566385, 9.9971566 53.4567646, 9.9968942 53.4568448)"
7,w598514724,50,2,secondary,"LineString (9.9939829 53.4652234, 9.9940165 53.4653035)"
12,w1040637125,,,tertiary,"LineString (9.9695409 53.5764801, 9.9695892 53.5764781, 9.9696359 53.5764859, 9.9696755 53.5765024, 9.9697047 53.5765273, 9.9697172 53.5765568, 9.9697114 53.576587, 9.969688 53.576614, 9.9696515 53.5766339, 9.9696057 53.5766452, 9.9695563 53.5766465, 9.969509 53.5766376, 9.9694697 53.5766198, 9.9694431 53.576595, 9.9694323 53.5765664, 9.9694385 53.5765373, 9.9694612 53.5765112, 9.9694965 53.5764916, 9.9695409 53.5764801)"
4,w68287367,50,1,secondary_link,"LineString (10.0407498 53.5800702, 10.040834 53.5800476, 10.0409628 53.5800432)"
7,w580237933,50,5,primary,"LineString (9.9802389 53.4641828, 9.9806498 53.4640641)"
6,w958639063,50,2,tertiary,"LineString (10.310077 53.4431106, 10.3100784 53.4431409, 10.3100835 53.4432151)"
12,w1093668978,50,2,primary,"LineString (9.9769997 53.5779511, 9.9769303 53.5779898)"
2,w239790856,50,1,primary,"LineString (10.0404067 53.5560202, 10.0403166 53.556113, 10.0401382 53.5562965, 10.040072 53.5563771)"
11,w249515882,50,2,secondary,"LineString (10.1901759 53.6086482, 10.1903643 53.6087263, 10.1908591 53.6089392)"
5,w733838662,80,3,trunk,"LineString (10.0053442 53.5104294, 10.0054406 53.5100516, 10.0056239 53.5093791, 10.0057133 53.5090059, 10.0058101 53.5085756)"
8,w1022363667,50,,tertiary,"LineString (10.1215941 53.5953829, 10.121659 53.5954339, 10.1216859 53.5954618, 10.1217053 53.5954876, 10.1217194 53.5955103, 10.1217375 53.5955402, 10.1217569 53.5955668, 10.1217791 53.5955963, 10.1218146 53.5956349, 10.1220392 53.5959062, 10.1221802 53.5960723)"
12,w1298940555,50,,tertiary,"LineString (9.954842 53.5692298, 9.9549228 53.5691847, 9.9551333 53.5691082)"
8,w46695445,50,2,tertiary,"LineString (10.1227179 53.5919092, 10.1227452 53.5918449, 10.122834 53.5915823, 10.1229352 53.5913169, 10.123226 53.5905959, 10.1233212 53.59036, 10.1234024 53.5901587, 10.1235034 53.5899083, 10.1235866 53.5897032, 10.1236966 53.5894539)"
14,w107731843,120,3,motorway,"LineString (10.1398915 53.5340878, 10.1398313 53.5340214, 10.1393929 53.5335374, 10.1392459 53.5333839)"
9,w127630836,50,2,motorway_link,"LineString (9.9103836 53.6173162, 9.9108885 53.6171988, 9.9113389 53.6170988, 9.9115259 53.6170758, 9.9116895 53.6170652, 9.9118556 53.6170653, 9.9119935 53.6170733, 9.9121636 53.6170945)"
11,w693956489,50,4,secondary,"LineString (10.1821622 53.606837, 10.1825675 53.6068851)"
2,w1116978241,50,2,primary,"LineString (10.0389519 53.5593526, 10.0389908 53.5593447, 10.0390675 53.5593351)"
4,w1201598357,50,,secondary,"LineString (10.0572531 53.5800201, 10.0574172 53.5800416)"
7,w598514768,50,2,secondary,"LineString (9.9947923 53.4651113, 9.9948484 53.4650972, 9.9949155 53.4650769, 9.9949841 53.4650525, 9.9950816 53.4650092, 9.9951888 53.4649531)"
12,w391801518,50,2,primary,"LineString (9.9806647 53.5676767, 9.980546 53.567833, 9.9803308 53.5681102, 9.9802307 53.5682469, 9.979542 53.5692537)"
2,w147756932,50,4,secondary,"LineString (10.0366524 53.5550253, 10.0382321 53.5552253)"
4,w138104361,50,4,primary,"LineString (10.039951 53.5794143, 10.0400225 53.5795054)"
8,w152294764,50,,tertiary,"LineString (10.0877213 53.5914033, 10.0878211 53.5914245, 10.0888148 53.5916282, 10.0899817 53.5918692, 10.0910067 53.5920827, 10.0916085 53.5922081, 10.0924552 53.5923845, 10.0926015 53.592415, 10.092724 53.5924406, 10.0937096 53.5926468, 10.0940918 53.5927279, 10.0942635 53.5927643, 10.0947644 53.5928715, 10.0953303 53.5929899, 10.0957991 53.593088, 10.0968407 53.5932969)"
8,w1302596320,50,2,tertiary,"LineString (10.1176888 53.5992982, 10.1177062 53.5993238, 10.1178136 53.5994814, 10.1178489 53.5995589)"
13,w612753197,50,2,primary,"LineString (9.9804178 53.5887827, 9.9809155 53.5890057)"
5,w687869040,50,1,secondary,"LineString (10.0011326 53.4981284, 10.0009417 53.4981845, 10.0006072 53.4982828, 10.0005379 53.4983031, 10.000359 53.4983557)"
0,w40152904,50,2,secondary,"LineString (9.9694213 53.5501134, 9.9692292 53.5501073, 9.9688378 53.5500952, 9.9685033 53.5500869, 9.967827 53.5500616, 9.9673586 53.5500379, 9.967025 53.550012, 9.966975 53.5500081, 9.965052 53.549816, 9.9649987 53.5498107, 9.9647814 53.5497917, 9.9626773 53.5495862, 9.9626259 53.5495812, 9.9624143 53.5495582)"
6,w828214382,50,2,tertiary,"LineString (10.3040708 53.4411006, 10.304153 53.4411336, 10.3042839 53.4411814, 10.3044468 53.4412354, 10.3046115 53.4412874)"
9,w940084044,50,2,primary,"LineString (9.9048888 53.6100425, 9.904807 53.6099672, 9.904763 53.6099003, 9.9047412 53.609854, 9.9047214 53.6098086, 9.9047075 53.6097345, 9.9046964 53.6096005, 9.9046964 53.6094967, 9.9047663 53.6093917)"
7,w598514678,50,5,primary,"LineString (9.9940307 53.4574719, 9.9937213 53.4575267, 9.993601 53.457548, 9.9934194 53.4575746, 9.993212 53.457597, 9.993074 53.4576108)"
12,w995808559,50,2,secondary,"LineString (9.9818605 53.5724863, 9.9816515 53.5724794, 9.981588 53.5724773, 9.9812346 53.5724656)"
6,w958631072,50,,tertiary,"LineString (10.3035941 53.4410045, 10.3035559 53.4410049, 10.3035296 53.4410073, 10.3035033 53.4410107, 10.3034749 53.4410158, 10.3034373 53.441023, 10.3033867 53.4410386, 10.3031804 53.4411044)"
2,w1116978245,50,2,primary,"LineString (10.0387697 53.5594271, 10.0388123 53.5594005, 10.0388604 53.5593796, 10.0388863 53.5593708)"
7,w329658781,50,3,trunk_link,"LineString (9.9971384 53.4571793, 9.9970958 53.4571208)"
4,w834336769,50,2,secondary,"LineString (10.0320752 53.5798397, 10.0322784 53.5798106)"
4,w22745004,50,2,secondary,"LineString (10.0571709 53.5801613, 10.0569734 53.5801081, 10.0560196 53.5799264, 10.0559231 53.5798989, 10.0557601 53.579827, 10.055664 53.5797956)"
0,w619735244,50,3,secondary,"LineString (9.9656417 53.5463713, 9.9659854 53.5463394)"
2,w1297683704,50,2,primary,"LineString (10.0406706 53.5553217, 10.0406856 53.5554175)"
7,w865967284,50,3,secondary,"LineString (9.9858873 53.4563423, 9.9857067 53.456445)"
14,w298909252,,4,primary,"LineString (10.1463697 53.5223927, 10.147704 53.5218693)"
4,w956165868,50,4,tertiary,"LineString (10.0591218 53.5946013, 10.0590992 53.5946696, 10.0590812 53.5947395, 10.059076 53.5947888)"
4,w43625006,50,3,primary,"LineString (10.0469765 53.5838087, 10.0467656 53.5835179)"
13,w607770365,50,2,tertiary,"LineString (9.9883268 53.5854035, 9.9883056 53.5853245, 9.9882441 53.5851314, 9.9882756 53.585017)"
2,w151998676,50,,tertiary,"LineString (10.0613762 53.560154, 10.0614299 53.5599203, 10.0615319 53.5594632)"
11,w1077122790,50,2,secondary,"LineString (10.1828161 53.6069199, 10.1832657 53.6069751)"
9,w1312534676,30,2,tertiary,"LineString (9.9129548 53.6113408, 9.9129822 53.6113364, 9.9138182 53.6111484)"
12,w44368761,50,3,primary,"LineString (9.9681396 53.5836939, 9.9682245 53.5837281, 9.9683154 53.5837602, 9.9684718 53.5838057, 9.9686339 53.5838414, 9.9689874 53.5839088)"
0,w39977142,50,5,primary,"LineString (9.9723429 53.5499877, 9.9721386 53.5500266, 9.9720188 53.5500503, 9.9718027 53.550094)"
12,w624777764,50,2,tertiary,"LineString (9.975717 53.5790104, 9.97556 53.5789704)"
4,w35586553,50,2,primary,"LineString (10.0455996 53.5825513, 10.0459281 53.5826299, 10.0460544 53.5826717, 10.0461429 53.5827076, 10.0463467 53.582805, 10.046395 53.5828299, 10.0464501 53.5828582, 10.0465737 53.5829262)"
9,w4919896,50,2,tertiary,"LineString (9.9006732 53.6097843, 9.9005234 53.6096217, 9.9004599 53.6095527, 9.9003892 53.6094896, 9.900345 53.609471)"
0,w89124539,50,2,secondary,"LineString (9.9690982 53.5460548, 9.9693443 53.5459725)"
4,w1208980627,50,2,tertiary,"LineString (10.0369352 53.5912199, 10.0384272 53.5913623, 10.0384759 53.591367, 10.0386246 53.5913812)"
6,w648442411,50,2,secondary,"LineString (10.298843 53.4332433, 10.2989923 53.4333913, 10.2991652 53.4335408)"
11,w1226437607,50,1,tertiary,"LineString (10.1878319 53.603057, 10.1882732 53.6032039, 10.188565 53.6033436)"
0,w38922404,50,2,secondary,"LineString (9.94507 53.5461392, 9.9456256 53.5461647)"
4,w147233394,50,1,tertiary_link,"LineString (10.0418438 53.5871632, 10.0416901 53.5872186, 10.0416113 53.5872561, 10.0415195 53.5873221, 10.0414571 53.5873743)"
12,w651947730,50,1,tertiary,"LineString (9.9593764 53.5746968, 9.9592919 53.5747182, 9.9592712 53.5747234, 9.9591841 53.5747407, 9.9591421 53.5747479, 9.9588838 53.574788, 9.9587633 53.5748038, 9.9586594 53.5748148, 9.9585156 53.5748263, 9.9582506 53.5748393, 9.9580916 53.5748462, 9.9577922 53.5748692)"
12,w391821257,50,2,primary,"LineString (9.97556 53.5789704, 9.9754058 53.5790847)"
4,w618572872,50,4,primary,"LineString (10.0514733 53.5934416, 10.0508177 53.5937553, 10.0506108 53.5938664)"
2,w734117773,50,2,primary,"LineString (10.0529889 53.551645, 10.0531611 53.5515912, 10.0535525 53.5515445, 10.0536501 53.5515326, 10.0539034 53.5515019)"
12,w391821253,50,2,primary,"LineString (9.9752907 53.5789076, 9.975379 53.5788239)"
13,w56131795,50,2,tertiary,"LineString (10.0028392 53.5872169, 10.0028668 53.5872419)"
7,w792264712,50,3,primary,"LineString (9.9876383 53.4511382, 9.9876308 53.4512983)"
12,w39089261,50,2,tertiary,"LineString (9.9783815 53.5710987, 9.9783213 53.5711237, 9.9782413 53.5711468, 9.9781651 53.571166, 9.97803 53.571161)"
0,w4275522,50,2,secondary,"LineString (9.9703861 53.5513392, 9.9706427 53.5516158, 9.9708432 53.5518394, 9.9717517 53.5528339, 9.9726533 53.5538206, 9.9738077 53.5551056, 9.9743522 53.5557017, 9.9745161 53.5558597)"
4,w68287370,50,2,secondary_link,"LineString (10.040756 53.5799662, 10.0406663 53.5799896, 10.040592 53.5800007)"
0,w1197462635,,3,tertiary,"LineString (9.9425757 53.5444414, 9.9429178 53.5444387, 9.9437 53.544403)"
11,w1226437618,50,1,tertiary,"LineString (10.1843367 53.6027394, 10.1844541 53.6027055, 10.1845536 53.6027042)"
4,w147233401,50,2,secondary,"LineString (10.044233 53.5920186, 10.0440652 53.5915972, 10.0440426 53.591549)"
12,w1188140109,50,2,secondary,"LineString (9.9861408 53.5726031, 9.9857449 53.5725922, 9.9840102 53.5725444)"
13,w29026692,,2,tertiary_link,"LineString (9.981778 53.5856796, 9.981691 53.5856051, 9.9814404 53.5853775, 9.9814105 53.5853504, 9.9813216 53.5852575, 9.9812606 53.5851843)"
2,w651610089,30,,tertiary,"LineString (10.0515637 53.5644295, 10.0497266 53.5643008, 10.048105 53.564175, 10.0470754 53.5640982, 10.0466854 53.5640691, 10.0460881 53.5640245, 10.0460079 53.5640186, 10.0457472 53.5639991)"
13,w44918956,50,2,secondary,"LineString (9.9834825 53.5900857, 9.9835473 53.5902941)"
9,w660144688,50,3,primary,"LineString (9.9075429 53.618284, 9.9074901 53.6180703, 9.9074635 53.6179776)"
12,w61589615,50,4,tertiary,"LineString (9.97803 53.571161, 9.9777657 53.5712905)"
4,w31640691,50,2,secondary,"LineString (10.05133 53.5866513, 10.0514237 53.5865446, 10.0516324 53.5863421)"
2,w229124241,50,4,primary,"LineString (10.0598706 53.5508853, 10.059238 53.5509852, 10.0591554 53.5509983, 10.0589388 53.5510247)"
13,w249820594,,2,secondary,"LineString (9.9885535 53.5812861, 9.9886605 53.5812875, 9.9887272 53.5812931, 9.9888213 53.5813074, 9.9888752 53.5813193, 9.9889274 53.5813337, 9.9889775 53.5813504, 9.9890253 53.5813695, 9.9890704 53.5813907, 9.9891339 53.5814271, 9.9891896 53.5814677, 9.9892353 53.5815106, 9.9892724 53.5815564, 9.9893002 53.5816044, 9.9893185 53.581654, 9.989327 53.5817045, 9.9893256 53.5817553, 9.9893199 53.5817803, 9.9893142 53.5818056, 9.9892931 53.5818548, 9.9892511 53.5819166, 9.9892234 53.5819468, 9.9891917 53.5819756, 9.9891271 53.5820223, 9.9890523 53.5820633, 9.9889687 53.5820978, 9.9888778 53.5821251, 9.9887815 53.5821447, 9.9886816 53.5821563, 9.9885941 53.5821595, 9.9885066 53.5821566, 9.9884235 53.582148, 9.9883426 53.5821338, 9.9882535 53.5821107, 9.9881704 53.5820809, 9.9880763 53.5820331, 9.9880586 53.582024, 9.9880252 53.5820017, 9.9879535 53.5819382, 9.987898 53.581869, 9.9878725 53.5818161, 9.9878584 53.5817618, 9.9878575 53.581742, 9.9878559 53.5817068, 9.9878651 53.5816521, 9.9878858 53.5815985, 9.987906 53.5815635, 9.9879311 53.5815296, 9.987961 53.5814971, 9.9879953 53.5814663, 9.9880442 53.5814304, 9.9880991 53.5813977, 9.9881596 53.5813687, 9.9882249 53.5813436, 9.9882942 53.5813228, 9.9883669 53.5813064, 9.9884421 53.5812946, 9.9885189 53.5812877, 9.9885535 53.5812861)"
2,w1274428784,50,4,primary,"LineString (10.0406431 53.5543254, 10.0406362 53.5545154)"
0,w4275525,50,5,primary,"LineString (9.9721398 53.5498507, 9.9726814 53.5497491, 9.973133 53.5496655, 9.9732171 53.5496487)"
2,w688561951,30,1,tertiary,"LineString (10.0478372 53.5619293, 10.0478103 53.5619529, 10.0477866 53.5619683, 10.0477434 53.5619888)"
2,w756039589,30,,tertiary,"LineString (10.0556552 53.5554037, 10.0550787 53.5554444, 10.0544213 53.5554932)"
13,w206150176,30,2,tertiary,"LineString (9.9894368 53.5812468, 9.9893922 53.5812982, 9.9892855 53.5813813, 9.9892462 53.5814165, 9.9891896 53.5814677)"
1,w609333779,50,2,secondary,"LineString (10.1375758 53.6289228, 10.1380254 53.6289624, 10.1390267 53.6290442, 10.1395295 53.6290782)"
4,w605693224,50,3,tertiary,"LineString (10.0402373 53.5803977, 10.0402301 53.5803512, 10.0402228 53.5803047)"
7,w680977654,30,2,tertiary,"LineString (9.9862715 53.4662158, 9.9869247 53.4661198)"
2,w1295822408,50,2,tertiary,"LineString (10.055315 53.5609526, 10.055369 53.5610441)"
4,w680718115,50,4,primary,"LineString (10.0566761 53.5919474, 10.0567353 53.5919865, 10.0571718 53.592275)"
13,w1068907751,50,2,secondary,"LineString (9.9887445 53.5801664, 9.9886504 53.5810507)"
6,w37591169,50,2,secondary,"LineString (10.2984005 53.4326616, 10.2985208 53.432841, 10.2986695 53.4330376, 10.2988214 53.4332219, 10.298843 53.4332433)"
10,w1055154083,50,2,secondary,"LineString (10.2104201 53.4990173, 10.2104378 53.499108, 10.2104656 53.4992198, 10.2105143 53.4993551)"
5,w252573183,50,2,secondary,"LineString (10.0079256 53.4964863, 10.0081216 53.4964143, 10.0083566 53.4963831, 10.0086421 53.4963544)"
4,w410754998,50,,tertiary,"LineString (10.0463949 53.5830905, 10.0465079 53.5829853, 10.0465737 53.5829262)"
13,w44735200,50,4,secondary,"LineString (9.9822054 53.587168, 9.9821736 53.5870683, 9.9818821 53.5858386)"
14,w107816208,50,1,primary_link,"LineString (10.1483009 53.5224904, 10.1481396 53.5223917, 10.1480264 53.5223473, 10.1479169 53.5223217, 10.1478401 53.5223082, 10.1477721 53.5223043, 10.1476648 53.5223125)"
12,w521056815,50,3,primary,"LineString (9.9691492 53.567922, 9.9692862 53.5678361, 9.9696947 53.5676553, 9.9697332 53.5676358)"
2,w1274428645,50,2,primary,"LineString (10.0407167 53.5533613, 10.0406663 53.5535677)"
4,w90060916,50,1,secondary,"LineString (10.0466868 53.5859496, 10.0466992 53.5860546, 10.0466261 53.5862916, 10.0465938 53.5863613, 10.0465661 53.5863973, 10.0465396 53.5864285, 10.0464896 53.5865085)"
5,w914790174,50,1,tertiary,"LineString (10.0037685 53.5025073, 10.0036479 53.5024065, 10.0035694 53.5022948, 10.0034983 53.5021999, 10.0034253 53.502111, 10.0033535 53.502034, 10.0032543 53.5019367, 10.0031175 53.5018166, 10.0029297 53.5016515, 10.0027671 53.5015144, 10.0026202 53.5013905, 10.0025439 53.5013262, 10.0025039 53.5012925, 10.0023215 53.501133, 10.0019346 53.5008056, 10.0015278 53.5004631, 10.0014702 53.5004147, 10.0014353 53.5003854, 10.0012468 53.5002274, 10.000906 53.4999392, 10.0008349 53.4998274)"
4,w188098326,50,1,secondary_link,"LineString (10.045894 53.5882283, 10.0459994 53.5883527, 10.0460197 53.588375, 10.0460504 53.5884067, 10.0460775 53.5884304, 10.0461196 53.5884538, 10.0461962 53.5884761)"
2,w1295822314,50,2,primary,"LineString (10.0613493 53.5603629, 10.0611998 53.5603855)"
0,w609095341,50,2,secondary,"LineString (9.953333 53.5462434, 9.9532293 53.5463264, 9.9531761 53.5463597)"
12,w391821194,50,2,secondary,"LineString (9.9785242 53.5723311, 9.9784759 53.5723109)"
0,w1046194454,50,2,secondary,"LineString (9.955854 53.5516951, 9.9558523 53.5517709, 9.9558457 53.5518234)"
11,w1077122793,50,4,secondary,"LineString (10.1825675 53.6068851, 10.1826982 53.6069011, 10.1828161 53.6069199)"
13,w20339298,50,2,tertiary,"LineString (9.9940176 53.5846848, 9.9939678 53.5845846, 9.9939045 53.5844626)"
0,w47338631,50,4,secondary,"LineString (9.9704189 53.545825, 9.9700193 53.5459299)"
7,w1091876254,50,1,secondary,"LineString (9.9924677 53.4618148, 9.992887 53.462641)"
7,w1091876253,50,2,secondary,"LineString (9.992887 53.462641, 9.9930305 53.4629149)"
4,w373808486,50,4,secondary,"LineString (10.047231 53.5884243, 10.0477285 53.5883444, 10.0478748 53.5883221, 10.0484329 53.5882263, 10.0486439 53.5881745, 10.0489068 53.5880948)"
8,w592814682,50,3,secondary,"LineString (10.1088469 53.5922513, 10.1088942 53.5923148, 10.1089599 53.5924166, 10.1090437 53.5925531)"
9,w1312534675,50,2,tertiary,"LineString (9.9107619 53.6107762, 9.9109238 53.61082, 9.9110807 53.6108725, 9.9112939 53.6109552, 9.9114143 53.6110018, 9.9115385 53.6110527, 9.9116397 53.6110913)"
4,w107746115,50,2,tertiary,"LineString (10.0434537 53.5869456, 10.0434985 53.586933, 10.0435783 53.5869087, 10.0436383 53.5868944, 10.0437042 53.5868822, 10.0438351 53.5868637, 10.0441169 53.5868278, 10.0446957 53.5867505)"
7,w914827521,50,1,secondary_link,"LineString (9.9885482 53.4579699, 9.9885913 53.4579651, 9.9886356 53.4579627, 9.9886812 53.4579615, 9.9887361 53.4579611, 9.9887812 53.4579606)"
7,w485647499,80,2,trunk,"LineString (9.9803824 53.4513678, 9.9808004 53.4513144, 9.9819409 53.451169)"
12,w33125805,50,2,tertiary,"LineString (9.9637047 53.5692201, 9.963641 53.5693006)"
