bbox,full_id,maxspeed,lanes,highway,wkt_geom
2,w27837750,50,2,primary,"LineString (10.0661864 53.5597758, 10.0659016 53.5598187, 10.0646846 53.5599693, 10.06448 53.5599922, 10.0628599 53.5601818)"
14,w22376360,50,1,primary_link,"LineString (10.1412214 53.5244225, 10.1414002 53.5242722, 10.1417121 53.5240909, 10.1432862 53.5234038)"
2,w74412381,50,2,secondary,"LineString (10.0504127 53.5598974, 10.0497728 53.5596651, 10.0489311 53.5593206, 10.0485306 53.5591567, 10.0482131 53.5590241, 10.0475279 53.5587414, 10.0474795 53.5587231, 10.0471719 53.5586004)"
14,w298909279,50,1,primary_link,"LineString (10.1462968 53.5226691, 10.1453584 53.5229092, 10.1448512 53.5230017)"
12,w391821218,50,2,primary_link,"LineString (9.9784759 53.5723109, 9.9784997 53.5722963, 9.978542 53.5722776, 9.9786235 53.5722607, 9.9786898 53.5722507)"
9,w399885733,50,2,primary,"LineString (9.9082747 53.6204372, 9.9083586 53.6207907, 9.9083678 53.6208951, 9.9083712 53.6209944, 9.9083729 53.6210445)"
1,w54732775,50,2,secondary,"LineString (10.1321426 53.6282505, 10.132286 53.6283018, 10.1324242 53.6283718, 10.132606 53.6284646, 10.1327702 53.6285442, 10.1328793 53.6285921, 10.1329764 53.6286252, 10.1331042 53.6286597, 10.1332428 53.6286852, 10.1333622 53.6286957, 10.1334799 53.6287011, 10.1336534 53.6286991, 10.1337783 53.6286927, 10.1340093 53.6286809, 10.1340586 53.628678, 10.1342601 53.6286663, 10.1344459 53.6286737, 10.1346673 53.6286901, 10.1352586 53.6287372)"
0,w260692222,50,1,secondary,"LineString (9.9426751 53.5481372, 9.9421164 53.5480442, 9.9420892 53.5480417)"
4,w605693216,50,2,primary,"LineString (10.0420198 53.5803384, 10.0424753 53.5807139, 10.043508 53.5815726)"
2,w670676009,80,2,trunk,"LineString (10.068222 53.5497963, 10.0686245 53.5497378)"
13,w1211607248,50,2,tertiary,"LineString (9.9882756 53.585017, 9.9882777 53.5849881)"
13,w25684081,50,2,tertiary,"LineString (9.9982795 53.5847548, 9.9994067 53.5852423, 9.9995172 53.5852901)"
9,w585251807,50,2,secondary,"LineString (9.9048876 53.6088246, 9.904658 53.608793, 9.9044697 53.6087588, 9.9042845 53.6087335, 9.9041838 53.6087331, 9.9040479 53.608746)"
7,w606686933,50,3,secondary,"LineString (9.9794725 53.4608003, 9.9793415 53.4608155, 9.9789465 53.4608644)"
2,w886644247,50,3,primary,"LineString (10.0659177 53.5502321, 10.0653869 53.550267)"
9,w10621448,80,3,motorway,"LineString (9.9130072 53.6194531, 9.9128965 53.619261, 9.9127904 53.6190767, 9.9125921 53.6185995, 9.912505 53.6183532, 9.9124079 53.6180405, 9.9123733 53.6177327, 9.912365 53.6176587, 9.9123678 53.6173125, 9.9124065 53.616901, 9.9124946 53.6165274, 9.9126232 53.6161757, 9.9127487 53.6158878, 9.9129337 53.6155663, 9.9132068 53.6151957, 9.9134789 53.6148477, 9.9135268 53.6147866, 9.9139626 53.6142384, 9.9143092 53.6138149, 9.9149142 53.6130296, 9.9152028 53.6126867, 9.9153133 53.6125554)"
11,w1226437558,,1,tertiary,"LineString (10.1950557 53.607081, 10.1950664 53.6072091, 10.1950604 53.6072628, 10.195049 53.6073074, 10.1950361 53.6073425, 10.1950295 53.6073603, 10.1949947 53.6074375, 10.1949591 53.6075107, 10.1949236 53.6075728, 10.194882 53.6076368, 10.1947948 53.6077228)"
2,w989704754,50,2,tertiary,"LineString (10.0575788 53.5548659, 10.0575637 53.5549794)"
9,w585251806,50,2,secondary,"LineString (9.9036719 53.6087568, 9.9037068 53.6087324, 9.9037997 53.6086794, 9.9038956 53.6086489, 9.9040075 53.6086316, 9.9041075 53.6086243, 9.9041554 53.6086249)"
4,w30449680,50,,tertiary,"LineString (10.0417995 53.5870637, 10.0420444 53.5870861, 10.04217 53.5870884, 10.0423769 53.5870835)"
2,w609135837,30,2,tertiary,"LineString (10.0558628 53.565313, 10.0554339 53.565185, 10.0547635 53.5649868, 10.054495 53.5649114, 10.0543755 53.5648801, 10.054215 53.5648384)"
12,w30071021,50,4,tertiary,"LineString (9.9612738 53.5739172, 9.9610748 53.5739994, 9.9610165 53.5740248, 9.9606171 53.5741918)"
4,w680718128,50,4,primary,"LineString (10.0566761 53.5919474, 10.0563104 53.5917888, 10.0560908 53.5916424, 10.0560119 53.591591)"
0,w1183750715,,1,tertiary,"LineString (9.9506551 53.5508771, 9.9505409 53.55089, 9.9500677 53.550949, 9.9493852 53.5510342, 9.9493706 53.551036, 9.9485893 53.5511414)"
13,w38910458,50,2,secondary,"LineString (10.0034187 53.5862339, 10.0031432 53.5865925)"
1,w34641856,50,2,secondary,"LineString (10.1524098 53.6379356, 10.1523286 53.6378826, 10.152252 53.6378329, 10.1521111 53.6377414, 10.1520322 53.6376902, 10.1518332 53.637561, 10.1517239 53.6374901, 10.1513399 53.6372409, 10.1512647 53.6371921, 10.150844 53.6369266, 10.1506077 53.6367775, 10.1504553 53.6366814, 10.150217 53.636531, 10.1500446 53.636422, 10.1498941 53.6363269, 10.1496608 53.636179, 10.1496159 53.6361505, 10.1494248 53.6360297, 10.1489732 53.635743, 10.1488991 53.635694, 10.14879 53.6356219, 10.1484823 53.6354185, 10.1479301 53.6350547, 10.147889 53.6350276, 10.1475475 53.6348178)"
7,w578238962,50,2,secondary,"LineString (9.9842378 53.4595108, 9.9841739 53.4595997, 9.9840522 53.4597334, 9.9839063 53.4598473, 9.9838168 53.4599022, 9.9837559 53.4599395, 9.983734 53.459952)"
5,w754516364,50,4,tertiary,"LineString (10.0041249 53.5059835, 10.0041249 53.5060866, 10.0041249 53.5061209, 10.0041249 53.5063202)"
2,w239790857,50,2,primary,"LineString (10.0405203 53.5552802, 10.0405489 53.5550767, 10.0405757 53.5549923)"
3,w4919897,50,,tertiary,"LineString (9.8835557 53.6142171, 9.8826312 53.6143796, 9.8808216 53.6146573, 9.8804875 53.6147102, 9.8798465 53.6148228, 9.8789751 53.6149671, 9.8787056 53.6150117, 9.8786769 53.6150165, 9.8780092 53.6151683, 9.8775837 53.6152685, 9.8774459 53.615301, 9.8774119 53.615309, 9.8767414 53.6155006, 9.8758858 53.615764, 9.8750571 53.6160477, 9.8749189 53.6160968, 9.8745911 53.6162161, 9.874377 53.6162837, 9.8736119 53.6165281)"
12,w521056806,50,1,secondary_link,"LineString (9.9707321 53.5674952, 9.9707271 53.5675483, 9.97073 53.5675864, 9.9707397 53.5676383)"
13,w25716085,50,2,tertiary,"LineString (9.9980278 53.584645, 9.9981679 53.5847052, 9.9982795 53.5847548)"
10,w849908133,50,1,secondary,"LineString (10.2105143 53.4993551, 10.2105292 53.4993884, 10.2105408 53.499414, 10.2105639 53.4994621, 10.2106233 53.4995686, 10.2107183 53.4997115, 10.2107916 53.4998134, 10.2108866 53.4999246, 10.2110028 53.5000478, 10.2112377 53.5002853, 10.2112957 53.5003561, 10.2113217 53.5003954, 10.21135 53.5004445, 10.2113738 53.5004962, 10.2113916 53.500552, 10.211402 53.5006139, 10.2114065 53.5006634, 10.2114068 53.500687, 10.2114057 53.5007107, 10.211399 53.500758, 10.2113879 53.5007965, 10.2113697 53.5008493, 10.2113512 53.5008922, 10.2113176 53.5009508, 10.2112738 53.5010138, 10.2111864 53.5011171, 10.2110437 53.5012714, 10.210979 53.5013479, 10.2108794 53.5014271)"
12,w1307416722,50,4,primary,"LineString (9.9569458 53.5712744, 9.9568858 53.5711905, 9.956823 53.5711034, 9.9567848 53.571057, 9.9565814 53.5708267)"
4,w23070829,50,1,secondary_link,"LineString (10.0515355 53.5870539, 10.0514211 53.5870256, 10.051331 53.5870094)"
9,w1237810184,50,1,primary,"LineString (9.9059245 53.6131841, 9.905992 53.6132238, 9.9062656 53.6139939, 9.9062812 53.6140386, 9.9062561 53.6140938)"
7,w360125664,80,3,trunk,"LineString (9.9955049 53.4679199, 9.9964862 53.4665997, 9.9967182 53.4662592)"
7,w10665010,80,2,trunk_link,"LineString (9.9918042 53.4530829, 9.9908513 53.4528726, 9.9886534 53.4522865)"
8,w593914256,50,2,secondary,"LineString (10.1017325 53.5896285, 10.1013145 53.5895413)"
8,w38664460,50,3,secondary,"LineString (10.1067285 53.5907958, 10.1072777 53.5910828, 10.1073171 53.5911047, 10.1074576 53.5911941)"
2,w733883671,50,3,primary,"LineString (10.0406365 53.5533518, 10.0406141 53.5531891, 10.0406138 53.5529773)"
7,w598514704,50,4,primary,"LineString (9.9924746 53.4575004, 9.9925588 53.4574949, 9.9927607 53.4574823)"
6,w450131049,50,2,tertiary,"LineString (10.3005755 53.4348617, 10.301196 53.4354919, 10.3014891 53.4357855, 10.3017482 53.4359913, 10.3019906 53.4361708, 10.3022148 53.4363585, 10.3023423 53.4364852, 10.3024543 53.4366198, 10.3025642 53.4367804, 10.3026594 53.4369552, 10.3027475 53.4371773, 10.3027874 53.4373398, 10.3028635 53.4378778, 10.3031412 53.4397723, 10.3031653 53.43992)"
11,w1026843182,,,tertiary,"LineString (10.1934553 53.6096599, 10.1934236 53.6096825, 10.1933961 53.6096968, 10.1933639 53.6097107, 10.1933263 53.6097243)"
2,w55686291,50,1,tertiary,"LineString (10.0606867 53.5619229, 10.0607076 53.5619537, 10.0607137 53.5619794, 10.0607103 53.5620058, 10.0606975 53.5620311, 10.0606745 53.5620551, 10.060643 53.5620755, 10.0606125 53.5620885, 10.0605786 53.562098, 10.0605313 53.5621045, 10.0604828 53.5621043)"
14,w755758910,50,1,tertiary,"LineString (10.1498257 53.5296275, 10.14984 53.529604, 10.149869 53.5295515, 10.1498829 53.529518, 10.1499027 53.5294731, 10.1499255 53.5293856)"
7,w118159004,50,3,primary,"LineString (9.9970724 53.4641259, 9.996775 53.4642425, 9.996352 53.464444, 9.9963062 53.4644685, 9.9961293 53.4645631)"
14,w755758907,50,1,tertiary,"LineString (10.1497848 53.5297884, 10.1497247 53.5297762, 10.1496564 53.5297632, 10.1495852 53.5297547, 10.1494987 53.5297438, 10.1493253 53.5297279)"
0,w1228076635,50,4,primary,"LineString (9.9697412 53.5509421, 9.9693841 53.5510957)"
4,w605686775,50,2,tertiary,"LineString (10.0412294 53.5826231, 10.0411658 53.5825016, 10.041163 53.5822558)"
2,w49170325,50,2,primary,"LineString (10.0611998 53.5603855, 10.0585866 53.5607103, 10.0581374 53.560766, 10.0578744 53.5607949)"
9,w585251801,50,3,secondary,"LineString (9.9031268 53.609154, 9.9033636 53.6089737, 9.9034527 53.6089179, 9.9035167 53.6088768, 9.9036719 53.6087568)"
9,w223635290,80,5,motorway,"LineString (9.9208564 53.6039694, 9.9205071 53.60452, 9.9201027 53.6051576, 9.9200606 53.6052239, 9.9194993 53.6061342, 9.9193229 53.6064444, 9.9191795 53.6066965, 9.9190151 53.6070098, 9.9188658 53.6072943, 9.9187491 53.607498, 9.9184832 53.6080259, 9.9180981 53.6087906, 9.9175816 53.6098039, 9.9173837 53.61017, 9.9170127 53.6107552, 9.9169846 53.6108005, 9.9168732 53.6109691, 9.916687 53.6112428, 9.9165375 53.6114557, 9.9162544 53.6118247)"
7,w606835542,30,3,tertiary,"LineString (9.9894531 53.4657747, 9.9895337 53.4657732, 9.9895825 53.4657745)"
5,w181670651,50,2,trunk_link,"LineString (10.0058729 53.506624, 10.0058661 53.5062126, 10.0058643 53.5061867, 10.0058614 53.5061678, 10.0058543 53.5061524, 10.0058402 53.5061311, 10.0058185 53.5061111, 10.0057883 53.5060884, 10.0057548 53.5060677, 10.0057038 53.5060469, 10.0056414 53.5060258, 10.0055449 53.5059954)"
4,w136937288,50,,secondary,"LineString (10.0463288 53.5872261, 10.0463525 53.5872609, 10.046362 53.5872956, 10.0463653 53.5873787)"
3,w892642531,50,2,tertiary,"LineString (9.8647675 53.6070607, 9.8651563 53.6070335)"
14,w682699204,50,1,primary_link,"LineString (10.1475701 53.5215534, 10.1479301 53.5213865)"
11,w1226952383,50,2,secondary,"LineString (10.1882511 53.6081784, 10.1881525 53.6081524, 10.1880032 53.6081072, 10.1878294 53.608055, 10.1875835 53.6079819, 10.187401 53.6079365, 10.1871782 53.6078803)"
2,w1169011782,30,2,tertiary,"LineString (10.0463522 53.5627841, 10.0459771 53.5630427)"
14,w152773693,50,2,tertiary,"LineString (10.1347151 53.527858, 10.1351307 53.5276573, 10.1355774 53.5274307)"
13,w4919979,50,4,secondary,"LineString (9.9826995 53.5888454, 9.9826199 53.5885471, 9.9823981 53.5877868, 9.9823515 53.587647)"
4,w1060515423,50,4,primary,"LineString (10.050517 53.5939145, 10.0503544 53.5939915, 10.0502942 53.5940242)"
9,w660144687,100,1,motorway_link,"LineString (9.9070318 53.6181648, 9.9068821 53.6182528, 9.9066874 53.6183624, 9.9063517 53.6185714)"
4,w32395551,50,2,tertiary,"LineString (10.0507513 53.6013749, 10.0507521 53.6011671, 10.0507522 53.6008669, 10.0507573 53.6002878, 10.0507589 53.6001055, 10.0507547 53.5999759, 10.0507503 53.5998411, 10.0507478 53.5997638, 10.0507387 53.5994814, 10.0507361 53.5993156, 10.0507217 53.5987359, 10.0507168 53.5982223, 10.0507037 53.5975754, 10.0506594 53.5970363, 10.0506363 53.5969317, 10.0506264 53.5968888, 10.0504323 53.5963131, 10.0503275 53.5959976, 10.0502873 53.5958765, 10.0502629 53.5957919, 10.0501907 53.5955413, 10.0501592 53.5954068, 10.0501251 53.5952643, 10.0500606 53.5948686, 10.0500442 53.5947646)"
7,w329658780,80,2,trunk,"LineString (9.995017 53.4544109, 9.9953583 53.4546309, 9.995725 53.4548854, 9.9958966 53.4550126, 9.9961883 53.4552423, 9.9962487 53.4552917, 9.996553 53.4555805, 9.9968272 53.4558441, 9.9972943 53.4563678)"
9,w38664957,50,2,motorway_link,"LineString (9.9074422 53.6178872, 9.9076075 53.6178459)"
4,w650128974,50,2,secondary,"LineString (10.0533707 53.5846981, 10.0532601 53.5848052, 10.053234 53.5848305, 10.0529456 53.58511, 10.0525327 53.5855103, 10.05246 53.5855808)"
12,w16323312,50,2,tertiary,"LineString (9.9570659 53.580937, 9.9567903 53.5810835, 9.9565921 53.5811776, 9.9563663 53.5812776, 9.956289 53.5813119, 9.9561832 53.5813701)"
4,w68287374,50,2,secondary,"LineString (10.0409628 53.5800432, 10.0408464 53.5801112)"
13,w884296351,50,4,secondary,"LineString (9.9886581 53.5726643, 9.9886574 53.5727906, 9.9886571 53.5728423, 9.9886625 53.573007, 9.9886658 53.5731052)"
2,w192222725,50,2,secondary_link,"LineString (10.0410831 53.5556233, 10.040863 53.5556362, 10.0408259 53.5556372, 10.040777 53.5556389, 10.0407385 53.5556424, 10.0407086 53.5556501, 10.040639 53.5556694)"
7,w329658776,80,3,trunk,"LineString (9.9952377 53.4546974, 9.9948967 53.4544784, 9.9945231 53.4542621, 9.9940124 53.4539923)"
2,w1116978231,50,2,primary,"LineString (10.0392044 53.5588977, 10.0391641 53.5591266, 10.0391417 53.5591829)"
12,w38912762,50,2,tertiary,"LineString (9.9705845 53.5759251, 9.9704654 53.5760006)"
14,w756240773,50,1,tertiary,"LineString (10.1495646 53.5242213, 10.1496452 53.5242197, 10.1496997 53.5242133, 10.1497376 53.5242063, 10.1497937 53.5241937, 10.1499007 53.524169, 10.1500121 53.5241434)"
0,w1045534398,50,2,secondary,"LineString (9.9569394 53.5497633, 9.9567775 53.5497732, 9.9563548 53.5497989)"
2,w260131484,50,2,tertiary,"LineString (10.0532134 53.5568054, 10.0532619 53.5570301)"
8,w593914812,50,2,secondary,"LineString (10.0988716 53.5888876, 10.0990565 53.5889245, 10.0993618 53.5889891, 10.0996535 53.5890616, 10.0999928 53.5891606, 10.1001771 53.5892059, 10.1005405 53.5892814, 10.1016765 53.5895187, 10.1023743 53.5896677, 10.1033918 53.5898817, 10.1041493 53.5900407, 10.1044568 53.5901056, 10.1046591 53.5901471, 10.1047517 53.5901662, 10.105107 53.59024, 10.105142 53.5902466, 10.1053951 53.5903017, 10.1057624 53.5903961, 10.1060424 53.5904852, 10.106319 53.5905971, 10.1066393 53.5907509, 10.1067285 53.5907958)"
7,w588450095,50,2,secondary,"LineString (9.9846253 53.4582463, 9.9846237 53.4583325, 9.9846003 53.458499)"
10,w18295054,50,2,secondary,"LineString (10.1962132 53.5120199, 10.1963978 53.5120314, 10.1964538 53.5120356, 10.1971937 53.5120918, 10.1976135 53.5121215, 10.1995888 53.512261, 10.2004043 53.5123186)"
2,w1116978255,50,1,primary,"LineString (10.0389029 53.5592559, 10.0388358 53.5592902)"
13,w710544670,50,1,tertiary,"LineString (9.9976664 53.578645, 9.9977313 53.5787025)"
9,w38665086,,1,motorway_link,"LineString (9.9081278 53.6204459, 9.9080214 53.6204523, 9.9076256 53.6204758, 9.9068921 53.6205314, 9.9066478 53.6205402, 9.9063936 53.6205352, 9.9055995 53.6204841, 9.9054216 53.620483, 9.9052422 53.6204917, 9.9051004 53.6205242, 9.904911 53.6205853)"
10,w391735217,50,,secondary,"LineString (10.2107289 53.5038722, 10.2107647 53.5038874, 10.2107914 53.5038975, 10.2108267 53.5039084, 10.2108669 53.5039173, 10.2109197 53.5039256, 10.2109974 53.5039349, 10.2111354 53.5039489, 10.2112099 53.5039555, 10.211369 53.5039695, 10.2114628 53.5039759, 10.211517 53.503978, 10.2115728 53.5039778, 10.2116204 53.5039757, 10.2116562 53.503971, 10.2116914 53.5039635)"
7,w688862005,50,3,secondary,"LineString (9.9840012 53.4571532, 9.9841009 53.4572101, 9.9841469 53.4572363, 9.9842677 53.4573051)"
2,w733883668,50,2,primary,"LineString (10.0406101 53.5526492, 10.0403964 53.552648, 10.0403577 53.5526478, 10.0398632 53.5526333, 10.0394542 53.5526079, 10.0391203 53.5525848, 10.0385767 53.5525327, 10.0382365 53.5525073, 10.0379306 53.552484, 10.0376178 53.5524444)"
4,w889144618,50,1,tertiary,"LineString (10.0425157 53.5853752, 10.0424962 53.585394, 10.0424685 53.5854088, 10.042435 53.5854184, 10.0423981 53.585422, 10.042361 53.5854192, 10.0423268 53.5854103, 10.0422982 53.585396)"
8,w1022363666,50,,tertiary,"LineString (10.1223047 53.5962114, 10.122326 53.5962306)"
12,w1292767576,50,2,primary,"LineString (9.9563527 53.5704633, 9.9563937 53.5705013)"
4,w834336758,50,1,secondary,"LineString (10.0322715 53.5800007, 10.0322715 53.5800782, 10.0322728 53.5801898, 10.0322857 53.5804315)"
4,w185406933,50,2,secondary,"LineString (10.0402228 53.5803047, 10.0402023 53.5801843)"
4,w68287359,50,1,secondary,"LineString (10.0402023 53.5801843, 10.0403288 53.5801922, 10.0405567 53.5801363, 10.0407498 53.5800702)"
7,w598350104,50,2,secondary,"LineString (9.983734 53.459952, 9.9836423 53.4599962, 9.9835637 53.4600329, 9.9834797 53.460066)"
2,w733883666,50,3,primary,"LineString (10.0406157 53.5525175, 10.0408185 53.5525244)"
5,w838223023,80,2,trunk,"LineString (10.0059347 53.5014628, 10.0058765 53.5009928, 10.0057691 53.5001885, 10.0056331 53.4992729, 10.0053969 53.4980675, 10.005278 53.4974411, 10.0051504 53.496901, 10.0048808 53.4957198, 10.0047259 53.4950611, 10.0043211 53.4931966, 10.0039345 53.4910643, 10.0036429 53.4894847, 10.0033019 53.4877848, 10.0030668 53.4867077)"
1,w1227109368,50,3,tertiary,"LineString (10.159804 53.6257234, 10.1601178 53.6255787, 10.1601946 53.6255433, 10.1602581 53.625514, 10.1603897 53.6254499)"
4,w36821531,50,2,secondary,"LineString (10.0465079 53.5829853, 10.0465477 53.5830218)"
5,w265823819,50,2,secondary,"LineString (10.0050277 53.4970874, 10.0049035 53.4971112, 10.0048155 53.4971276)"
0,w231454470,50,2,secondary,"LineString (9.9473532 53.5487824, 9.9467685 53.5487086, 9.9465679 53.5486825, 9.9458379 53.5485899, 9.9454591 53.5485383, 9.9452457 53.5485089, 9.9450321 53.5484788, 9.9446211 53.5484207, 9.9440893 53.548344, 9.9440234 53.5483348, 9.9431591 53.5482141, 9.9427276 53.5481451, 9.9426751 53.5481372)"
0,w1306390779,50,1,secondary,"LineString (9.9426358 53.5553988, 9.9429276 53.5555533)"
8,w29583430,50,5,secondary,"LineString (10.1244398 53.5876149, 10.1244879 53.5874264)"
4,w1267375501,50,2,secondary,"LineString (10.0335143 53.5798551, 10.0339961 53.579901, 10.0340804 53.5799099)"
12,w44735204,,3,secondary,"LineString (9.9819011 53.5846813, 9.9818861 53.5848018, 9.9818566 53.5848755, 9.981827 53.5849458, 9.9818124 53.5850286, 9.9818132 53.5850727, 9.981814 53.5851121, 9.981832 53.5852217)"
4,w806008658,50,2,primary,"LineString (10.0524926 53.5881982, 10.052368 53.5880255, 10.0522285 53.5878361, 10.0521829 53.5877741, 10.0519687 53.5875186, 10.0515355 53.5870539)"
6,w958639064,50,2,tertiary,"LineString (10.3100835 53.4432151, 10.3100833 53.4432405, 10.3100785 53.443278, 10.31007 53.4433165, 10.310064 53.4433467, 10.310056 53.4433909)"
0,w175735300,50,1,tertiary,"LineString (9.9536224 53.5455394, 9.9537593 53.5455687, 9.9538192 53.5455815)"
12,w45823189,50,2,tertiary,"LineString (9.9626723 53.5734909, 9.9626919 53.5734854, 9.9628074 53.5734574, 9.9628603 53.5734463, 9.9630043 53.5734164, 9.9630617 53.5734053)"
7,w58445556,50,3,primary,"LineString (9.9985222 53.4561532, 9.9986948 53.4560833, 9.9989429 53.4559828)"
4,w48832129,50,2,secondary,"LineString (10.0442705 53.5934905, 10.0441927 53.5939114)"
5,w914790160,50,1,tertiary,"LineString (10.0033844 53.5019283, 10.0034749 53.5020025, 10.0035506 53.5020711, 10.0036137 53.5021461, 10.0037047 53.5022738, 10.0037418 53.5023259, 10.0037713 53.502369, 10.0037685 53.5025073)"
12,w216631360,50,4,secondary,"LineString (9.9732576 53.5688218, 9.9733583 53.5688689, 9.9738127 53.5690815, 9.9738754 53.5691129, 9.9740677 53.5692009)"
2,w579251594,50,1,tertiary,"LineString (10.0615547 53.5601282, 10.0615382 53.5602108)"
8,w922280174,50,2,tertiary,"LineString (10.1243751 53.5881753, 10.1243237 53.5882575, 10.1241948 53.5884829, 10.1240022 53.5887087)"
2,w55686288,50,1,tertiary,"LineString (10.0604828 53.5621043, 10.0603696 53.5621731, 10.059553 53.5629197)"
2,w662980623,50,1,tertiary,"LineString (10.0578431 53.5643892, 10.057616 53.5644567, 10.0574623 53.564511)"
13,w973088658,,2,tertiary,"LineString (9.9827181 53.5857976, 9.9825125 53.5856999)"
6,w228089695,50,,tertiary,"LineString (10.3100959 53.4437099, 10.3101102 53.443777)"
2,w22375958,50,3,primary,"LineString (10.0653154 53.5501586, 10.065466 53.5501402, 10.0664241 53.5500264)"
1,w78446459,50,4,secondary,"LineString (10.136719 53.6258251, 10.1362513 53.6257385)"
13,w44918953,50,2,primary,"LineString (9.9823557 53.5897945, 9.9825512 53.5899157, 9.9827505 53.5900542, 9.9828241 53.5901054, 9.9830379 53.5902785, 9.9833037 53.5905119, 9.9834247 53.5906239, 9.9835171 53.5907486)"
4,w605686776,50,2,tertiary,"LineString (10.0415755 53.5829618, 10.0416373 53.58319, 10.0416155 53.5833537)"
2,w563836853,50,2,primary,"LineString (10.0669864 53.5501213, 10.0666392 53.5501559)"
12,w19646842,50,3,primary,"LineString (9.9559144 53.5703588, 9.9561576 53.5703041)"
4,w31643816,50,1,secondary,"LineString (10.0414201 53.587185, 10.0412668 53.587176, 10.041003 53.587177, 10.0408951 53.5871794, 10.0407961 53.5871844, 10.040705 53.5871913, 10.0406394 53.5871978, 10.0392642 53.587359, 10.0391074 53.587377, 10.0375354 53.5875589, 10.0369659 53.5876281, 10.0369121 53.5876343, 10.0364431 53.5876873, 10.0363859 53.5876905, 10.0363238 53.5876927, 10.0362793 53.5876934, 10.0362271 53.587693, 10.035894 53.5876902, 10.0356497 53.587694)"
7,w607692926,50,5,primary,"LineString (9.9874902 53.4502998, 9.9875214 53.4504573, 9.9875274 53.4504877, 9.9875597 53.4506502, 9.9875675 53.4506894, 9.9875725 53.4507148)"
13,w629587820,50,1,tertiary,"LineString (9.9913985 53.5884161, 9.991358 53.5883487, 9.9912548 53.5882096)"
0,w782361026,50,2,secondary,"LineString (9.9503559 53.5558541, 9.9503866 53.5557991, 9.9504295 53.5557318, 9.9504738 53.5556716, 9.9505267 53.5556091, 9.95063 53.5555178, 9.9509515 53.5553487)"
2,w700954966,50,2,secondary,"LineString (10.0670058 53.5630217, 10.0671339 53.5628778, 10.067342 53.5626933)"
0,w1265552106,50,3,secondary,"LineString (9.9698748 53.5500421, 9.9706005 53.5500647)"
5,w733716412,80,2,trunk,"LineString (10.0063307 53.5060906, 10.006308 53.5064948, 10.0061961 53.5073976)"
6,w958639051,50,,secondary,"LineString (10.3002612 53.4345385, 10.3004154 53.4344938, 10.300498 53.4344737, 10.3005852 53.4344557, 10.3006992 53.4344333, 10.3008205 53.4344145)"
4,w1254548045,50,2,secondary,"LineString (10.0577292 53.5791215, 10.0576984 53.579178, 10.0576417 53.5792862, 10.0574333 53.5796792, 10.0573138 53.5799038, 10.0572824 53.5799618)"
12,w973056460,50,,tertiary,"LineString (9.9702175 53.5761537, 9.9699447 53.5763283)"
4,w984878543,50,2,tertiary,"LineString (10.0498393 53.5884081, 10.0497818 53.5882596, 10.0496611 53.5880249, 10.0496416 53.5879881, 10.0495879 53.587887)"
14,w22376362,,4,primary,"LineString (10.1482876 53.5216327, 10.1492544 53.5212103, 10.1497347 53.5209919)"
2,w653626923,50,2,tertiary,"LineString (10.0586824 53.5514919, 10.0587049 53.5513518, 10.0587197 53.5512897, 10.0587413 53.5512216, 10.0587644 53.5511487)"
9,w1312534677,50,2,tertiary,"LineString (9.9159471 53.6098943, 9.9158725 53.6099128, 9.9158059 53.6099354, 9.9157391 53.6099655, 9.915692 53.6099905, 9.9156315 53.6100309, 9.9155982 53.6100582)"
8,w53038419,50,,tertiary,"LineString (10.1158785 53.5960595, 10.1161148 53.5962551, 10.116194 53.5963284, 10.116223 53.5963546, 10.1163562 53.5964979, 10.1163703 53.596519, 10.116523 53.5967517, 10.116564 53.5968065, 10.1166744 53.5970975, 10.116877 53.597676, 10.1169658 53.5979297, 10.1170427 53.5981657, 10.1170737 53.5982607)"
0,w137050467,50,1,secondary,"LineString (9.9420523 53.5498765, 9.9423692 53.5498235, 9.9429632 53.5497081, 9.9438435 53.5495413, 9.9440361 53.549505, 9.9440971 53.5494928, 9.9442184 53.5494718, 9.9442811 53.5494609, 9.9444581 53.5494361, 9.9446559 53.5494205, 9.9447946 53.5494177, 9.9450326 53.5494234, 9.945181 53.5494267, 9.9457398 53.5494402, 9.9457699 53.5494409, 9.9458347 53.5494411, 9.9462933 53.5494523)"
4,w244666510,50,2,primary,"LineString (10.0438392 53.5821632, 10.0436102 53.5820785, 10.0434286 53.5819808, 10.0433286 53.5819125, 10.0432786 53.5818783, 10.0431455 53.5817751)"
2,w733883663,50,3,tertiary,"LineString (10.0410378 53.5518356, 10.0409182 53.5521312)"
4,w23070926,50,2,primary,"LineString (10.0470577 53.5834442, 10.0472665 53.5837357)"
10,w593103516,50,3,secondary,"LineString (10.2010394 53.5123653, 10.2013035 53.5123829, 10.2018821 53.5124232)"
